DIVISION,DISTRICT,THANA/UPAZILA,EIIN,NAME OF THE SCHOOL,POST_OFFICE,LOCATION,MOBPHONE
KHULNA,NORAIL,NARAIL SADAR,118454,VICTORIA COLLEGIA HIGH SCHOOL,RATANGANJ,KURIGRAM,1922376533
KHULNA,SATKHIRA,ASSASUNI,118562, ASSASUNI GIRLS HIGH SCHOOL,ASSASUNI,ASSASUNI,1718003907
KHULNA,SATKHIRA,ASSASUNI,118543, BALABARIA AMJAD ALI SECONDARY SCHOOL,ASSASUNI, BALABARIA,1720586918
KHULNA,SATKHIRA,ASSASUNI,118560, GADAIPUR JEHER ALI HIGH SCHOOL,MOUZA GADAIPUR,GADAIPUR,1727966784
KHULNA,SATKHIRA,ASSASUNI,118563, GOALDANGA FAKIRBARI HIGH SCHOOL,JAMAL NAGAR,GOALDANGA,1768444651
KHULNA,SATKHIRA,ASSASUNI,118555, H N S K T HIGH SCHOOL,HARIBHANGA,HADIBANGA,1720589468
KHULNA,SATKHIRA,ASSASUNI,118559, KAMAL KATI SECONDARY SCHOOL,SHOVONALI,KAMALKATI,1715267739
KHULNA,SATKHIRA,ASSASUNI,118561,ADARSHA SECONDARY SCHOOL,PADMAPUKUR,DIGHLAR AIT,1913898148
KHULNA,SATKHIRA,ASSASUNI,118552,AGARDARI RAHIMIA HIGH SCHOOL,KADAKATI,AGARDARI,1720586960
KHULNA,SATKHIRA,ASSASUNI,118571,ANULIA PIONEER SECONDARY GIRLS SCHOOL,ANULIA,BASUDEBPUR,1719502162
KHULNA,SATKHIRA,ASSASUNI,118533,ASSASUNI MADHYAMIC VIDYALAYA,ASSASUNI,ASSASUNI,1717701465
KHULNA,SATKHIRA,ASSASUNI,118547,BADAR TALA J.C. HIGH SCHOOL,BADARTALA,BADAR TALA,1718973262
KHULNA,SATKHIRA,ASSASUNI,118544,BAINTALA R. C. SECONDARY SCHOOL,BAINTALA,BAINTALA,1720590238
KHULNA,SATKHIRA,ASSASUNI,118567,BARADAL SECONDRY GIRL'S SCHOOL,BARADAL,BARADAL,1719636313
KHULNA,SATKHIRA,ASSASUNI,118551,BICHAT NEW MODEL HIGH SCHOOL,ANULIA,BASUDEBPUR,1920278931
KHULNA,SATKHIRA,ASSASUNI,118557,CHAPRA HIGH SCHOOL,CHAPRA,CHAPRA,1720587089
KHULNA,SATKHIRA,ASSASUNI,118566,GABTALA SECONDARY SCHOOL,SREE RAM KATI,GABTALA,1720590360
KHULNA,SATKHIRA,ASSASUNI,118569,GODARA GIRLS HIGH SCOOL,SHOVNALI,GODARA,1715538315
KHULNA,SATKHIRA,ASSASUNI,118573,GUNAKARKATI SHAH MUHAMMAD YAHYA HIGH SCHOOL,GUNAKARKATI,GUNAKARKATI,1715268224
KHULNA,SATKHIRA,ASSASUNI,118576,KACHUA B.H.B. P. IDEAL JUNIOR GIRLS SCHOOL,KADAKATI,KACHUA,1917953984
KHULNA,SATKHIRA,ASSASUNI,118537,KADAKATI ARAR HIGH SCHOOL,KADAKATI,KADAKATI,1717495434
KHULNA,SATKHIRA,ASSASUNI,118575,KADAKATI IDEAL  GIRLS SCHOOL,KADAKATI,KADAKATI,1711271818
KHULNA,SATKHIRA,ASSASUNI,118550,KAKBASIA BANGA BANDHU SECONDARY SCHOOL,ANULIA,KAKBASIA,1720590221
KHULNA,SATKHIRA,ASSASUNI,130635,KAKRA BUNIA FAZLUL  HAQUE  JUNIOR SCHOOL,NASIMA BAD,KAKRABUNIA,1718773981
KHULNA,SATKHIRA,ASSASUNI,118558,KALYANPUR M. H. SECONDARY SCHOOL,PROTAPNAGAR,KALYANPUR,1712484233
KHULNA,SATKHIRA,ASSASUNI,118549,KHARIATI HIGH SCHOOL,KHARIATI,KHARIATEE,1720587003
KHULNA,SATKHIRA,ASSASUNI,118553,KODANDA HIGH SCHOOL,KODANDA,KODANDA,177499042
KHULNA,SATKHIRA,ASSASUNI,118554,KUNDURIA P.N. HIGH SCHOOL,PAITHALI,KUNDURIA,1717862701
KHULNA,SATKHIRA,ASSASUNI,118536,MARIALA  SECONDARY SCHOOL,MARIALA,MARIALA,1720590304
KHULNA,SATKHIRA,ASSASUNI,118545,MITRA TENTULIA P.S.S. HIGH SCHOOL,SREE RAMKATI,SAHANAGUR,1715713950
KHULNA,SATKHIRA,ASSASUNI,118564,MOHISHA DANGA HIGH SCHOOL,MAHISHADANGA, MOHISHA DANGA,1720590372
KHULNA,SATKHIRA,ASSASUNI,118540,P.N.F. DHANIRAM HIGH SCHOOL,KAPSANDA,PARISHAMARI,1715442289
KHULNA,SATKHIRA,ASSASUNI,118542,PUIJALA B. M. R. B. HIGH SCHOOL,PUIJALA,PUIJALA,1724039500
KHULNA,SATKHIRA,ASSASUNI,118577,PURBA KADAKATI J.K.T. JUNIOR SECONDARY GIRL'S SCHOOL,KADAKATI,PURBA KADAKATI,1716246391
KHULNA,SATKHIRA,ASSASUNI,118546,SARAPPUR UNITED HIGH SCHOOL,BOUCHASH,SARAPPUR,1717004784
KHULNA,SATKHIRA,ASSASUNI,118534,SRIULA  SECONDARY SCHOOL,SREEULA,SREEULA,1716070635
KHULNA,SATKHIRA,ASSASUNI,118556,TENGRAKHALI ADARSHA SHIKKHA NIKETAN,SREE RAMKATI,TENGRAKHALI,1720590208
KHULNA,SATKHIRA,ASSASUNI,118565,TROYODASH PALLY GIRLS HIGH SCHOOL,BAINTALA,BAINTALA,1712768323
KHULNA,SATKHIRA,ASSASUNI,118539,TUARDANGA H. F. HIGH SCHOOL,TUARDANGA,TUARDANGA,1721760485
KHULNA,SATKHIRA,ASSASUNI,118538,UNITED ACADEMY PRATAPNAGAR,PRATAPNAGAR,PRATAPNAGAR,1715951583
KHULNA,SATKHIRA,ASSASUNI,118548,UNITED HIGH SCHOOL,KHAZARA,KHAZRA,1818147757
KHULNA,SATKHIRA,DEBHATA,118620,AHASANIA HIGH SCHOOL,ASKARPUR,JAGANNATH PUR,1771375136
KHULNA,SATKHIRA,DEBHATA,118625,AMINA  KHATUN SECONDARY GIRLS  SCHOOL,DEBHATTA,ANAYET  NAGAR,1717003534
KHULNA,SATKHIRA,DEBHATA,118627,BABURABAD  DHAPUKHALI  SECONDARY  SCHOOL,SHANNASHIR  CHAK, DHAPUKHALI,1721920259
KHULNA,SATKHIRA,DEBHATA,118622,BHATSHALA SAMMILANI HIGH SCHOOL,BHATSHALA,BHATSALA,1716950062
KHULNA,SATKHIRA,DEBHATA,118617,BOHERA A T SECONDARY SCHOOL,GURUGRAM,BOHERA,1712662320
KHULNA,SATKHIRA,DEBHATA,118619,CENTRAL HIGH SCHOOL SUBARNABAD,SUBARNABAD,SUBARNABAD,1712501487
KHULNA,SATKHIRA,DEBHATA,118628,CHANDPUR HIGH SCHOOL,SHIMULIA,CHANDPUR,1717893791
KHULNA,SATKHIRA,DEBHATA,118614,DEBHATA BBMP INSTITUTION,DEBHATA,DEBHATA,1720589570
KHULNA,SATKHIRA,DEBHATA,118626,DEBI SHAHORE SECONDARY GIRLS HIGH SCHOOL,SHIMULIA,DEBI SHAHORE,1727044809
KHULNA,SATKHIRA,DEBHATA,118624,FATEMA RAHMAN  HIGH   SCHOOL,DEBHATA,NANGLA,1712995707
KHULNA,SATKHIRA,DEBHATA,118629,KULIA UNION GIRLS HIGH SCHOOL,GURUGRAM,KULIA,1717964121
KHULNA,SATKHIRA,DEBHATA,118618,PARULIA S.S.SECONDARY SCHOOL,PARULIA,PARULIA,1720586665
KHULNA,SATKHIRA,DEBHATA,118623,PARULIA SECONDARY GIRLS SCHOOL,PARULIA,PARULIA,1939683436
KHULNA,SATKHIRA,DEBHATA,118621,SAKHIPUR SECONDARY SCHOOL,SAKHIPUR,SAKHIPUR,1717803731
KHULNA,SATKHIRA,DEBHATA,118616,TOWN SRIPUR S.C  HIGH SCHOOL,TOWN SRIPUR,TOWN SRIPUR,1763217775
KHULNA,SATKHIRA,KALAROA,118680,B.B.R.N.S UNITED HIGH SCHOOL,BUZTALA,SRIRAMPUR,178044801
KHULNA,SATKHIRA,KALAROA,118662,B.S.H. SINGA HIGH SCHOOL,KERALKATA, SINGA,1912673991
KHULNA,SATKHIRA,KALAROA,118669,BADRUNIESSA GIRLS HIGH SCHOOL,DHANDIA,JOYNAGAR,1712629444
KHULNA,SATKHIRA,KALAROA,118659,BAMONKHAI HIGH SCHOOL,BAMANKHALI,BAMANKHALI,1818162172
KHULNA,SATKHIRA,KALAROA,118676,BANTRA SECONDARY SCHOOL,BANTRA,BANTRA,1715568748
KHULNA,SATKHIRA,KALAROA,118670,BHADIALI HIGH SCHOOL,KANRA GACHI,BHADIALI,1711377723
KHULNA,SATKHIRA,KALAROA,118657,BOALIA UNITED HIGH SCHOOL,BOALIA,BOALIA,1717125155
KHULNA,SATKHIRA,KALAROA,118656,CHANDANPUR HIGH SCHOOL,CHANDANPUR,CHANDANPUR,1725714826
KHULNA,SATKHIRA,KALAROA,118673,DAMDAM HIGH SCHOOL,HELATALA,GONPOTIPUR,1717003167
KHULNA,SATKHIRA,KALAROA,118664,DEARA HIGH SCHOOL,DEARA,DEARA,1734518386
KHULNA,SATKHIRA,KALAROA,118654,DHANDIA UNION  INSTITUTION,DHANDIA,DHANDIA,1714353703
KHULNA,SATKHIRA,KALAROA,118694,FATEMA BEGUM GIRLS HIGH SCHOOL,HELATALA,BRAJA BAKSA-1050,1772908532
KHULNA,SATKHIRA,KALAROA,118658,HATATH GONJ HIGH SCHOOL,HATATHGONJ,BASKA,1721688962
KHULNA,SATKHIRA,KALAROA,118650,HATATH GONJ SECHODARY GIRLS SCHOOL,HATATHGONJ,BAKSHA,1718450743
KHULNA,SATKHIRA,KALAROA,118675,HELATALA IDEAL SECONDARY SCHOOL,HELATALA,HELATALA,1715485054
KHULNA,SATKHIRA,KALAROA,118671,HIZALDI HIGH SCHOOL,HIZALDI,HIZALDI,1732099255
KHULNA,SATKHIRA,KALAROA,118685,K K EP UNITED HIGH SCHOOL,KERALKATA,KISMAT ILSHPUR,1714703074
KHULNA,SATKHIRA,KALAROA,118677,K. C. G UNITED HIGH SCHOOL,CHANDURIA,KADPUR,1720589927
KHULNA,SATKHIRA,KALAROA,118647,K.H.K. UNITED ML HIGH SCHOOL,HELATALA,ROGHUNATHPUR,1757985578
KHULNA,SATKHIRA,KALAROA,118682,K.L. ADARSHA HIGH SCHOOL,LANGALJHARA,KHASHPUR,1712999258
KHULNA,SATKHIRA,KALAROA,118691,KALARDA SHAHID SRITI GIRLS HIGHSCHOOL,HAMIDPUR,MIRZAPUR,1728852726
KHULNA,SATKHIRA,KALAROA,118661,KALAROA  GIRLS  PILOT  HIGH  SCHOOL,KALAROA,JHIKRA,1727008393
KHULNA,SATKHIRA,KALAROA,118653,KALAROA BETROBOTY ADARSHA HIGH SCHOOL,KALAROA,MIRZAPUR,1712670943
KHULNA,SATKHIRA,KALAROA,118651,KALAROA G. K. M. K. PILIT HIGH SCHOOL,KALAROA,JHIKRA,1720589900
KHULNA,SATKHIRA,KALAROA,118678,KALAROA MODEL SECONDARY SCHOOL,KALAROA,TULSHIDANGA,1916407334
KHULNA,SATKHIRA,KALAROA,118660,KAMARALI MULTILATERAL HIGH SCHOOL,KAMRALI,KAMARALI,1761708022
KHULNA,SATKHIRA,KALAROA,118665,KAYLA SECONDARY SCHOOL,MURARIKATI,KAYLA,1724706116
KHULNA,SATKHIRA,KALAROA,118646,KAZIRHAT SECONDARY GIRLS SCHOOL,KERALKATA,FAZILKATI,1720586618
KHULNA,SATKHIRA,KALAROA,118655,KHORDA M L HIGH SCHOOL,KHORDA,KHORDA,1713861756
KHULNA,SATKHIRA,KALAROA,118652,KHORDA SALEHA H GIRLS SECHOLNDRY SCHOOL,KHORDO,KHORDO,1715292663
KHULNA,SATKHIRA,KALAROA,118674,KUSHADANGA IDEAL HIGH SCHOOL,KUSHADANGA,KUSHADANGA,1718405180
KHULNA,SATKHIRA,KALAROA,118679,LANGOL JHARA  SAMMALITO SECONDARY SCHOOL,LANGALJHARA,LANGALJHARA,1729609880
KHULNA,SATKHIRA,KALAROA,118686,MAMOTAZ AHMAD HIGH SCHOOL,RAMBHADRAPUR,"JUGIKHALI,  PO: BAMANKHALI,  UP : KALAROA; ",1710851444
KHULNA,SATKHIRA,KALAROA,118648,MURARIKATI UNITED HIGH SCHOOL,MURARIKATI,MURARIKATI,1718135448
KHULNA,SATKHIRA,KALAROA,118663,PANIKAWRIA HIGH SCHOOL,PANIKAWRIA,PANIKAWRIA,1746372209
KHULNA,SATKHIRA,KALAROA,118681,RAMKRISHNAPUR SYED KAMAL BOKTH SECONDARY GIRLS SCHOOL,BUJHTOLA,RAMKRISHNAPUR,1729656444
KHULNA,SATKHIRA,KALAROA,118667,SALIMPUR  A K KHAN HIGH SCHOOL,SALIMPUR,SALIMPUR,1716188469
KHULNA,SATKHIRA,KALAROA,118649,"SARASKATI ADARSHA GIRL,S SECINDARY SCHOOL",SARASKATI,KHETROPARA,1720589887
KHULNA,SATKHIRA,KALAROA,118666,SARASKATI UNITED HIGH SCHOOL,DHANDIA,GAZNA,1720586595
KHULNA,SATKHIRA,KALAROA,118684,SATPOTA RAHIMA GIRLS SCHOOL,KERALKATA,SATPOTA,1734023641
KHULNA,SATKHIRA,KALAROA,118692,SHAKDAH SECONDARY  GIRLG SCHOOL,PANIKAURIA,SHAKDAH ,1721320152
KHULNA,SATKHIRA,KALAROA,118645,SONABARIA SAMMILITA SECONDARY SCHOOL,SONABARIA,SONABARIA,1716495498
KHULNA,SATKHIRA,KALIGANJ,118751,B.T.G.R.HIGH SCHOOL,TENTULIA,TENTULIA,1713116779
KHULNA,SATKHIRA,KALIGANJ,118752,BARASIMLA KARBALA HIGH  SCHOOL,BARASIMLA,BARASIMLA,1724468954
KHULNA,SATKHIRA,KALIGANJ,118749,BHADRAKHLI HIGH SCHOOL,OWBAIDUNNAGAR,BHADRAKHALI,1714847084
KHULNA,SATKHIRA,KALIGANJ,118742,BISHNUPUR P. K.M SECONDARY SCHOOL,BISHNUPUR,BISHNUPUR,1719059581
KHULNA,SATKHIRA,KALIGANJ,118739,CHAMPAFUL A.P.C. SECONDARY BIDDYAPITH,CHAMPAFUL,CHAMPAFUL,1717127927
KHULNA,SATKHIRA,KALIGANJ,118757,CHAWMUHANI HIGH SCHOOL,JAHURNAGAR,MUKUNDA MADUSUDANPUR,1720590058
KHULNA,SATKHIRA,KALIGANJ,118741,DHULIAPUR ADARSHA SECONDARY SCHOOL,MATHURESHPUR,DHALBARIA,1710849520
KHULNA,SATKHIRA,KALIGANJ,130944,DR MUJIB RUBY MODEL HIGH SCHOOL,BOSONTOPUR,GONOPATI,1725283245
KHULNA,SATKHIRA,KALIGANJ,118753,FATEHPUR SECONDARY SCHOOL,FATEHPUR,FATEHPUR,1720590036
KHULNA,SATKHIRA,KALIGANJ,118744,GOBINDA KATI SECONDATY SCHOOL,GOBINDAKATI,GOBINDA KATI,1720586793
KHULNA,SATKHIRA,KALIGANJ,118737,KALIGANJ  PILOT GIRLS  HIGH  SCHOOL,KALIGANJ,BAJARGRAM,1915049954
KHULNA,SATKHIRA,KALIGANJ,118736,KALIGONG PILOT  HIGH SCHOOL,KALIGANJ,BAZARGRAM,1740543171
KHULNA,SATKHIRA,KALIGANJ,130934,KASHIBATI  HIGH SCHOOL,KAJLA,KASHIBATI,1719687867
KHULNA,SATKHIRA,KALIGANJ,130938,KAZI ALAUDDIN JUNIOR SCHOOL,TETULIA,GUSHURI,1720540263
KHULNA,SATKHIRA,KALIGANJ,118755,KHANJIA HIGH SCHOOL,KHANJIA,KHANJIA,1925208297
KHULNA,SATKHIRA,KALIGANJ,118745,KISAN MOJDUR UNITED ACADEMY,RAGHUNATHPUR,KRISNA NAGAR,1722554595
KHULNA,SATKHIRA,KALIGANJ,118758,MILANI HIGH SCHOOL,TENTULIA,BOREYA,1720590009
KHULNA,SATKHIRA,KALIGANJ,118746,MOUTALA SECONDARY SCHOOL,MOUTALA,MOUTALA,1720590056
KHULNA,SATKHIRA,KALIGANJ,118738,MOZAHAR MEMORIAL SECONDARY SCHOOL,KALIGANJ,NARAYANPUR,1727044886
KHULNA,SATKHIRA,KALIGANJ,118763,MURAGACHA HIGH SCHOOL,PIRGAJAN,MURUGACHA,1716621635
KHULNA,SATKHIRA,KALIGANJ,118759,NALTA GIRLS HIGH SCHOLL,NALTA,NALTA,1919907130
KHULNA,SATKHIRA,KALIGANJ,118740,NALTA HIGH SCHOOL,NALTA MOBARAK NAGAR,NALTA,1712165908
KHULNA,SATKHIRA,KALIGANJ,130981,NENGI SECONDARY SCHOOL,JAHUR NAGAR,NENGI,1714597430
KHULNA,SATKHIRA,KALIGANJ,118766,P.D.K. SECONDARY GIRLS SCHOOL,PIR GAJAN,TERULIA,1716820612
KHULNA,SATKHIRA,KALIGANJ,118748,RAHMATPUR NABAJUG SHIKSHA SOPAN,MUHAMMADNAGAR,RAHAMATPUR,1720586748
KHULNA,SATKHIRA,KALIGANJ,118762,RAMNAGAR ADARSHA SECONDARY GIRL'S SCHOOL,KALIKAPUR,RAMNAGAR,1716169356
KHULNA,SATKHIRA,KALIGANJ,118743,RATANPUR T. N. M. L. B. HIGH SCHOOL,RATANPUR,RATANPUR,1712859013
KHULNA,SATKHIRA,KALIGANJ,118765,ROSTAM ALI ADARSHA SECONDARY SCHOOL,JAHUR NAGER,CHANCHAI,1712799220
KHULNA,SATKHIRA,KALIGANJ,118756,SRIKALA ADARSHA SECONDARY SCHOOL,SREEKALA ,SRIKALA,1732092971
KHULNA,SATKHIRA,KALIGANJ,118747,SURAT ALI M/L HIGH SCHOOL,PIRGAZON,PIRGA ZON,1914851788
KHULNA,SATKHIRA,KALIGANJ,118750,TARALI HIGH SCHOOL,TARALI,TARALI,1719686722
KHULNA,SATKHIRA,KALIGANJ,118760,TARALY GIRLS HIGH SCHOOL,TARALI,TARALI,1719137442
KHULNA,SATKHIRA,KALIGANJ,118761,UJJIBONEE INSTITUTE,KHARITALA,NIJDEBPUR,1712534565
KHULNA,SATKHIRA,KALIGANJ,118754,UKSHA   HIGH  SCHOOL,UKSHA,UKSHA,1740961056
KHULNA,SATKHIRA,SATKHIRA SADAR,118845,ABADER HAT GIRLS HIGH SCHOOL,AGARDARI,AGARDARI,1727044633
KHULNA,SATKHIRA,SATKHIRA SADAR,118853,ALIPUR ADARSHA SECONDARY GIRLS SCHOOL,ALIPUR,ALIPUR,
KHULNA,SATKHIRA,SATKHIRA SADAR,118826,ALIPUR UNION SECONDARY SCHOOL,ALIPUR,ALIPUR,1716130037
KHULNA,SATKHIRA,SATKHIRA SADAR,118840,B K IDEAL SECONDARY GIRLS SCHOOL,BANSHDAHA,BANSHDAHA,1718171669
KHULNA,SATKHIRA,SATKHIRA SADAR,118824,B. K. UNION HIGH SCHOOL,BAIKARI,SHIKRI,1710750757
KHULNA,SATKHIRA,SATKHIRA SADAR,118814,BABULIA J. S. SECONDARY SCHOOL,BABULIA,BABULIA,1727055771
KHULNA,SATKHIRA,SATKHIRA SADAR,118852,BAIKARI UNION HIGH SCHOOL,BAIKARI,BAIKARI,1720589453
KHULNA,SATKHIRA,SATKHIRA SADAR,118855,BALLI ADEAL SECONDARY GIRLS SCHOOL,AKHRAKHOLA,BALLI,1717488770
KHULNA,SATKHIRA,SATKHIRA SADAR,118823,BALLI MD. MUJIBUR RAHMAN SECONDARY SCHOOL,AKHRAKHOLA,BALLI,1720586237
KHULNA,SATKHIRA,SATKHIRA SADAR,118825,BANKAL SECONDARY SCHOOL,BANKAL,BANKAL KALIGANG SAROK SATKHIRA,1720586166
KHULNA,SATKHIRA,SATKHIRA SADAR,118828,BHABANIPUR UNITED HIGH SCHOOL,KUSHKHALI,BHABANIPUR,1720589485
KHULNA,SATKHIRA,SATKHIRA SADAR,118827,BHALUKA CHANDPUR MODEL HIGH SCHOOL,BHALUKA CHANDPUR,BHALUKA CHANDPUR,1719394268
KHULNA,SATKHIRA,SATKHIRA SADAR,118851,BHARUKHALI SECONDARY SCHOOL,BHARUKHALI,BHARUKHALI,1720589538
KHULNA,SATKHIRA,SATKHIRA SADAR,118849,BHOMRA UNION POLLY SHREE HIGH SCHOOL,SANKRA KOMORPUR,BAICHANA,1716464274
KHULNA,SATKHIRA,SATKHIRA SADAR,118846,D. B. GIRLS HIGH SCHOOL,BRAHMARAJPUR,BRAHMARAJPUR,1712073620
KHULNA,SATKHIRA,SATKHIRA SADAR,118856,DEBNAGAR BEGUM ROKEYA SECONDARY SCHOOL,DEBNAGAR,DEBNAGAR,1713991749
KHULNA,SATKHIRA,SATKHIRA SADAR,118822,DHULIHAR BRAHMARAJPUR SAMMILITA SECONDARY SCHOOL,BRAHMA RAJPUR,BRAHMARAJPUR,1712073723
KHULNA,SATKHIRA,SATKHIRA SADAR,118848,DHULIHAR IDEAL SECONDARY SCHOOL,DHULIHAR,DHULIHAR,1720586192
KHULNA,SATKHIRA,SATKHIRA SADAR,118832,G. G. K. H. KANAI LAL HIGH SCHOOL,GOYAL POTA,GOYALPOTA,1720586326
KHULNA,SATKHIRA,SATKHIRA SADAR,118831,GAVA A. K. M. ADARSHA HIGH SCHOOL,BANGDAHA,GAVA,1720589465
KHULNA,SATKHIRA,SATKHIRA SADAR,118818,GHONA UNION M.L HIGH SCHOOL,GHONA,CHANKA,1721945740
KHULNA,SATKHIRA,SATKHIRA SADAR,118839,JHAUDANGA GIRL'S HIGH SCHOOL,JHAUDANGA,WARIA,1727044609
KHULNA,SATKHIRA,SATKHIRA SADAR,118810,JHAWDANGA HIGH SCHOOL,JHAWDANGA,JHAWDANGA,1717126246
KHULNA,SATKHIRA,SATKHIRA SADAR,118843,KAMAL NAGAR UDAYON GIRLS HIGH SCHOOL,SANKHIRA,KAMAL NAGOR,1720586218
KHULNA,SATKHIRA,SATKHIRA SADAR,118804,KARIMA SECONDARY SCHOOL,SATKHIRA,BATKKHALI,1714253077
KHULNA,SATKHIRA,SATKHIRA SADAR,118847,KHEJURDAGA R K SECONDARY SCHOOL,BEPERPOTA,KHEJURDANGA,1712976663
KHULNA,SATKHIRA,SATKHIRA SADAR,118842,KUSHKHALI HIGH SCHOOL,KUSHKHALI,KUSHKHALI,1711161291
KHULNA,SATKHIRA,SATKHIRA SADAR,118803,LABSHA IMADUL HAQ SECONDARY SCHOOL,LABSA,LABSHA,1727044624
KHULNA,SATKHIRA,SATKHIRA SADAR,118837,MACH KHOLA SECONDARY SCHOOL,SATKHIRA,MACHKHOLA,1717724474
KHULNA,SATKHIRA,SATKHIRA SADAR,118844,MAHMUDPUR GIRLS COLLEGIAIE HIGH SCHOOL,BHARUKHALI,MAHAMUDPUR,1717883022
KHULNA,SATKHIRA,SATKHIRA SADAR,118820,MAHMUDPUR SECONDARY SCHOL,BHARUKHALI,MAHMUDPUR,1773886495
KHULNA,SATKHIRA,SATKHIRA SADAR,118841,MIRZA NAGOR IDEAL HIGH SCHOOL,KAONDANGA,HOWALKHALI,1720589495
KHULNA,SATKHIRA,SATKHIRA SADAR,118809,NABAROON UCHEHYA BALIKA VIDYALAYA,SATKHIRA,MUNZITPUR,1198094822
KHULNA,SATKHIRA,SATKHIRA SADAR,134538,NOBO JIBON INSTITUTE,SATKHIRA,POLASHPOL,1716090807
KHULNA,SATKHIRA,SATKHIRA SADAR,136879,P.N. BIAM LABORATORY SCHOOL,SATKHIRA,SULTANPUR,1922622333
KHULNA,SATKHIRA,SATKHIRA SADAR,118812,PALASH POLE ADARSHAYA UCCHYA VIDDALAYA,PALASH POLE,PALASH POLE,1720589431
KHULNA,SATKHIRA,SATKHIRA SADAR,118833,PALLI UNNAYAN HIGH SCHOOL ,DHULIHAR,NEHALPUR,1720586189
KHULNA,SATKHIRA,SATKHIRA SADAR,118838,RAIPUR HIGH SCHOOL,BANTRA,RAIPUR,1720589589
KHULNA,SATKHIRA,SATKHIRA SADAR,118850,RASHIDA BEGUM SECONDARY SCHOOL,BHOMRA,BHOMRA,1712271184
KHULNA,SATKHIRA,SATKHIRA SADAR,118811,RASULPUR SECONDARY SCHOOL,RASULPUR, RASULPUR,1842586291
KHULNA,SATKHIRA,SATKHIRA SADAR,133922,RISHILPI CENTRE SCHOOL,BINERPOTA,GOPINATHPUR,1710029595
KHULNA,SATKHIRA,SATKHIRA SADAR,118817,SANKRA KOMOR PUR A G HIGH SCHOOL,SANKRA KOMORPUR,PADMA SANKRA,1776126420
KHULNA,SATKHIRA,SATKHIRA SADAR,118800,SATKHIRA A KARIM GIRLS HIGH SCHOOL,SATKHIRA,"286,291 ROAD NO 17",1711953026
KHULNA,SATKHIRA,SATKHIRA SADAR,118808,SATKHIRA GOVT GIRLS HIGH SCHOOL,SATKHIRA,MONJITPUR,1715218227
KHULNA,SATKHIRA,SATKHIRA SADAR,118813,SATKHIRA GOVT HIGH SCHOOL,SATKHIRA,KATIA,1717008682
KHULNA,SATKHIRA,SATKHIRA SADAR,118829,SATKHIRA NAISHA SECONDARY SCHOOL,SATKHIRA,"MUKTIZODDHA SARAK, RADHA NAGAR",1718268066
KHULNA,SATKHIRA,SATKHIRA SADAR,118802,SATKHIRA PALLIMANGAL SECONDARY SCHOOL,SATKHIRA,SATKHIRA,1712451916
KHULNA,SATKHIRA,SATKHIRA SADAR,118836,SATKHIRA POLICE LINE SECONDARY SCHOOL,SATKHIRA,RASULPUR,1720360660
KHULNA,SATKHIRA,SATKHIRA SADAR,118806,SATKHIRA TOWN GIRLS HIGH SCHOOL,SATKHIRA,KATIA,1716082113
KHULNA,SATKHIRA,SATKHIRA SADAR,118830,SHIBPUR UNION HIGH SCHOOL,JAGANNATHPUR,BAROPOTA,1720586274
KHULNA,SATKHIRA,SATKHIRA SADAR,118821,SHIMUL BARIA SEC0NDRY SCHOOL,ELLARCHAR,SHIMUL BARIA,1727291235
KHULNA,SATKHIRA,SATKHIRA SADAR,118834,SONAR BANGLA SECONDARY SCHOOL,BALA DANGA,CHUPRIA,1720589415
KHULNA,SATKHIRA,SATKHIRA SADAR,118805,SUNDARBAN TEXTILE MILLS SECONDARY SCHOOL,SATHKHIRA,"MODHOKATEYA, SATKHIRA",1718221122
KHULNA,SATKHIRA,SATKHIRA SADAR,118835,TALTALA ADERSHA HIGH SCHOOL,BENERPOTA,TALTALA,1720586552
KHULNA,SATKHIRA,SATKHIRA SADAR,118854,THE POLE STAR POURA HIGH SCHOOL,SATKHIRA,SULTENPUR,1715352360
KHULNA,SATKHIRA,SATKHIRA SADAR,118815,TUJALPUR G. C. HIGH SCHOOL,BALADANGA,TUZALPUR,1720586177
KHULNA,SATKHIRA,SHYAMNAGAR,118932,ABAD CHANDIPUR SECONDARY SCHOOL,KADAMTALA,ABAD CHANDIPUR,1935016738
KHULNA,SATKHIRA,SHYAMNAGAR,118926,ARPANGASHIA P N HIGH SCHOOL,ARPANGASHIA,ARPANGASHIA,1720586910
KHULNA,SATKHIRA,SHYAMNAGAR,138114,B.K. HIGH SCHOOL,PADMAPUKUR,KHUTIKATA,1711137547
KHULNA,SATKHIRA,SHYAMNAGAR,118928,BANASREE SHIKSHA NIKETAN,HARINAGAR,HARI NAGAR L G E D,1716852922
KHULNA,SATKHIRA,SHYAMNAGAR,118924,BHET KHALI A.KARIM M.L.SCHOOL,BHET KHALI,BHET KHALI,1720586863
KHULNA,SATKHIRA,SHYAMNAGAR,118922,BHURULIA NAGBATI SECONDARY SCHOOL,BHURULIA,BHURULIA,1717197901
KHULNA,SATKHIRA,SHYAMNAGAR,118918,BURIGOALINI FOREST SECONDARY SCHOOL,BURIGOALINI,BURIGOALINI,1772090237
KHULNA,SATKHIRA,SHYAMNAGAR,118930,CHANDNIMUKHA M.M. HIGH SCHOOL,CHANDIMUKHA,CHANDIMUKHA,1720409618
